e1	e2	p	p_id	p_name	p_equation	p_genes
12DGR120tipp	XANt	8.959351346708851e-06	0.0009137968213767915	0.0010443512033530087	1.6158964769869307e-05	0.0012919015295709403
12DGR140tipp	XANt	8.959351346708851e-06	0.0009137968213767915	0.0010443512033530087	1.6158964769869307e-05	0.0012919015295709403
12DGR141tipp	XANt	8.959351346708851e-06	0.0009137968213767915	0.0010443512033530087	1.6158964769869307e-05	0.0012919015295709403
12DGR160tipp	XANt	8.959351346708851e-06	0.0009137968213767915	0.0010443512033530087	1.6158964769869307e-05	0.0012919015295709403
12DGR161tipp	XANt	8.959351346708851e-06	0.0009137968213767915	0.0010443512033530087	1.6158964769869307e-05	0.0012919015295709403
12DGR180tipp	XANt	8.959351346708851e-06	0.0009137968213767915	0.0010443512033530087	1.6158964769869307e-05	0.0012919015295709403
12DGR181tipp	XANt	8.959351346708851e-06	0.0009137968213767915	0.0010443512033530087	1.6158964769869307e-05	0.0012919015295709403
12PPDRtpp	XANt	8.959351346708851e-06	0.0009137968213767915	0.0010443512033530087	1.6158964769869307e-05	0.0012919015295709403
12PPDStpp	XANt	8.959351346708851e-06	0.0009137968213767915	0.0010443512033530087	1.6158964769869307e-05	0.0012919015295709403
23DAPPAt2pp	ADNt2	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	ASPt2	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	CYTDt2	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	DADNt2	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	DCYTt2	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	DURIt2	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	GLUt2	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	PIt6	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	THMDt2	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	THRt3	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	TRPt6	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	TYRt6	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	URAt6	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
23DAPPAt2pp	URIt2	8.935580630725088e-06	0.0009137968213767915	0.0010443512033530087	1.6116092536251068e-05	0.0012919015295709403
2AGPEAT120	ASPTRS	8.051497562667852e-05	0.0009137968213767915	0.0010443512033530087	0.0001452073701199149	0.0012919015295709403
2AGPEAT120	GLUTRS	8.051497562667852e-05	0.0009137968213767915	0.0010443512033530087	0.0001452073701199149	0.0012919015295709403
2AGPEAT140	ASPTRS	8.051497562667852e-05	0.0009137968213767915	0.0010443512033530087	0.0001452073701199149	0.0012919015295709403
2AGPEAT140	GLUTRS	8.051497562667852e-05	0.0009137968213767915	0.0010443512033530087	0.0001452073701199149	0.0012919015295709403
2AGPEAT141	ASPTRS	0.0007247903116183071	0.0009137968213767915	0.0010443512033530087	0.0013064704611739672	0.0012919015295709403
2AGPEAT141	GLUTRS	0.0007247903116183071	0.0009137968213767915	0.0010443512033530087	0.0013064704611739672	0.0012919015295709403
2AGPEAT160	ASPTRS	8.051497562667852e-05	0.0009137968213767915	0.0010443512033530087	0.0001452073701199149	0.0012919015295709403
2AGPEAT160	GLUTRS	8.051497562667852e-05	0.0009137968213767915	0.0010443512033530087	0.0001452073701199149	0.0012919015295709403
2AGPEAT161	ASPTRS	8.051497562667852e-05	0.0009137968213767915	0.0010443512033530087	0.0001452073701199149	0.0012919015295709403
2AGPEAT161	GLUTRS	8.051497562667852e-05	0.0009137968213767915	0.0010443512033530087	0.0001452073701199149	0.0012919015295709403
2AGPEAT180	ASPTRS	8.051497562667852e-05	0.0009137968213767915	0.0010443512033530087	0.0001452073701199149	0.0012919015295709403
2AGPEAT180	GLUTRS	8.051497562667852e-05	0.0009137968213767915	0.0010443512033530087	0.0001452073701199149	0.0012919015295709403
